29.9792000	-1.0847299
30.0262795	-1.0835615
30.0735072	-1.0670834
30.1208836	-1.0684344
30.1684095	-1.0546199
30.2160857	-1.0533348
30.2639128	-1.0210929
30.3118915	-1.0075876
30.3600226	-0.9941703
30.4083068	-0.9868679
30.4567448	-0.9675998
30.5053374	-0.9485190
30.5540852	-0.9237607
30.6029892	-0.9213166
30.6520499	-0.8946958
30.7012682	-0.8820514
30.7506448	-0.8615798
30.8001804	-0.8379649
30.8498759	-0.8091234
30.8997321	-0.7938897
30.9497496	-0.7787886
30.9999294	-0.7541212
31.0502721	-0.7425438
31.1007786	-0.7183684
31.1514497	-0.7018834
31.2022861	-0.6724013
31.2532888	-0.6529972
31.3044584	-0.6278802
31.3557959	-0.6075395
31.4073021	-0.5861229
31.4589777	-0.5560871
31.5108237	-0.5299062
31.5628408	-0.4995034
31.6150300	-0.4901586
31.6673920	-0.4635974
31.7199277	-0.4427181
31.7726381	-0.4054017
31.8255240	-0.3713031
31.8785861	-0.3538068
31.9318256	-0.3117048
31.9852431	-0.2817868
32.0388397	-0.2550520
32.0926162	-0.2367444
32.1465735	-0.2025442
32.2007126	-0.1864512
32.2550343	-0.1597350
32.3095396	-0.1331627
32.3642295	-0.1091342
32.4191048	-0.0680237
32.4741665	-0.0413379
32.5294155	-0.0016821
32.5848529	0.0366270
32.6404795	0.0745785
32.6962964	0.1066600
32.7523045	0.1367807
32.8085049	0.1684279
32.8648984	0.2037022
32.9214861	0.2395767
32.9782691	0.2710810
33.0352482	0.3031857
33.0924246	0.3362729
33.1497993	0.3730046
33.2073732	0.4067677
33.2651475	0.4339382
33.3231232	0.4688353
33.3813013	0.4981844
33.4396829	0.5223456
33.4982690	0.5529189
33.5570608	0.5937059
33.6160594	0.6307177
33.6752658	0.6692767
33.7346810	0.6962667
33.7943064	0.7325871
33.8541428	0.7576496
33.9141916	0.7953667
33.9744537	0.8165454
34.0349304	0.8544916
34.0956228	0.8856063
34.1565320	0.9219176
34.2176592	0.9622402
34.2790056	0.9916302
34.3405723	1.0288394
34.4023607	1.0585448
34.4643717	1.0876171
34.5266067	1.1073221
34.5890669	1.1449400
34.6517535	1.1648948
34.7146677	1.2031745
34.7778108	1.2233791
34.8411841	1.2523997
34.9047886	1.2722670
34.9686259	1.3022580
35.0326971	1.3228789
35.0970035	1.3629236
35.1615464	1.4034366
35.2263271	1.4340231
35.2913470	1.4548381
35.3566074	1.4757545
35.4221095	1.4967722
35.4878548	1.5274203
35.5538446	1.5590987
35.6200803	1.5910501
35.6865633	1.6232745
35.7532948	1.6451094
35.8202764	1.6451094
35.8875095	1.6777768
35.9549954	1.7107171
36.0227356	1.7324884
36.0907315	1.7549020
36.1589847	1.7769480
36.2274964	1.8102746
36.2962683	1.8331328
36.3653018	1.8443790
36.4345984	1.8674072
36.5041595	1.8901401
36.5739868	1.9130102
36.6440818	1.9360178
36.7144459	1.9595594
36.7850808	1.9832022
36.8559880	1.9832022
36.9271691	2.0066218
36.9986257	2.0301788
37.0703593	2.0538732
37.1423717	2.0660964
37.2146644	2.0780294
37.2872390	2.1140345
37.3600973	2.1382096
37.4332408	2.1503486
37.5066713	2.1750182
37.5803905	2.1995367
37.6544000	2.1995367
37.7287016	2.2365720
37.8032970	2.2492382
37.8781880	2.2741688
37.9533763	2.2741688
38.0288637	2.2992367
38.1046519	2.3244419
38.1807428	2.3370961
38.2571383	2.3497846
38.3338401	2.3752646
38.4108500	2.3882724
38.4881700	2.3882724
38.5658019	2.4010983
38.6437476	2.4268530
38.7220090	2.4268530
38.8005881	2.4527451
38.8794867	2.4789548
38.9587068	2.5051216
39.0382505	2.5051216
39.1181196	2.5314257
39.1983162	2.5446293
39.2788423	2.5578672
39.3596999	2.5578672
39.4408911	2.5844461
39.5224180	2.5844461
39.6042826	2.6111623
39.6864871	2.6245719
39.7690335	2.6245719
39.8519240	2.6380159
39.9351608	2.6651511
40.0187461	2.6786980
40.1026819	2.6922794
40.1869706	2.6922794
40.2716143	2.7195450
40.3566154	2.7332293
40.4419760	2.7469480
40.5276985	2.7469480
40.6137852	2.7744884
40.7002384	2.7883101
40.7870604	2.8021661
40.8742537	2.8021661
40.9618205	2.8160565
41.0497634	2.8299812
41.1380846	2.8299812
41.2267868	2.8579336
41.3158723	2.8719614
41.4053436	2.8860234
41.4952033	2.9001198
41.5854538	2.9142506
41.6760978	2.9142506
41.7671379	2.9426151
41.8585765	2.9426151
41.9504164	2.9568489
42.0426602	2.9568489
42.1353105	2.9711170
42.2283701	2.9997562
42.3218416	2.9997562
42.4157279	3.0141274
42.5100316	3.0141274
42.6047556	3.0285328
42.6999027	3.0285328
42.7954758	3.0429726
42.8914776	3.0574468
42.9879111	3.0574468
43.0847792	3.0719553
43.1820848	3.0864981
43.2798310	3.0864981
43.3780207	3.1156868
43.4766569	3.1156868
43.5757427	3.1303326
43.6752812	3.1303326
43.7752755	3.1449452
43.8757287	3.1448685
43.9766440	3.1743319
44.0780246	3.1743319
44.1798737	3.1743319
44.2821945	3.1891151
44.3849905	3.1891151
44.4882647	3.2039327
44.5920207	3.2039327
44.6962618	3.2187845
44.8009914	3.2336708
44.9062129	3.2336708
45.0119299	3.2485913
45.1181458	3.2635462
45.2248641	3.2635462
45.3320885	3.2784498
45.4398226	3.2783552
45.5480699	3.2783552
45.6568342	3.2933787
45.7661192	3.2933787
45.8759286	3.2933787
45.9862662	3.3084367
46.0971358	3.3084367
46.2085414	3.3084367
46.3204867	3.3235289
46.4329757	3.3235289
46.5460124	3.3386555
46.6596009	3.3538165
